airport_ident,length_ft,width_ft,closed,le_ident,he_ident
SKMG,4921.0,70.0,0,11,29
SKMJ,5300.0,98.0,0,07,25
SKML,3560.0,82.0,0,18,36
SKMP,4068.0,48.0,0,02,20
SKMR,7539.0,150.0,0,14,32
SKMU,5889.0,66.0,0,02,20
SKMZ,,,0,09,27
SKMZ,4835.0,65.0,0,10,28
SKNV,5880.0,131.0,0,02,20
SKOC,3937.0,98.0,0,01,19
SKOT,3103.0,50.0,0,16,34
SKPA,5382.0,98.0,0,05,23
SKPB,5540.0,148.0,0,09,27
SKPC,5907.0,69.0,0,07,25
SKPD,5910.0,85.0,0,17,35
SKPE,6627.0,148.0,0,08,26
SKPI,4912.0,98.0,0,06,24
SKPN,3310.0,35.0,0,06,24
SKPP,6266.0,98.0,0,07,25
SKPQ,9987.0,164.0,0,01,19
SKPR,4230.0,82.0,0,18,36
SKPS,7585.0,130.0,0,02,20
SKPV,3832.0,50.0,0,17,35
SKPZ,4935.0,98.0,0,04,22
SKQU,5905.0,164.0,0,01,19
SKQU,,,0,18,36
SKRG,11286.0,148.0,0,01,19
SKRH,5413.0,98.0,0,09,27
SKRH,,,0,10,28
SKSA,3937.0,98.0,0,16,34
SKSI,3930.0,75.0,0,04,22
SKSJ,4897.0,66.0,0,01,19
SKSM,5577.0,131.0,0,01,19
SKSO,6171.0,80.0,0,04,22
SKSP,7808.0,148.0,0,06,24
SKSV,,,0,13,31
SKSV,4921.0,85.0,0,14,32
SKTB,4921.0,66.0,0,09,27
SKTD,3609.0,,0,05,23
SKTI,9280.0,96.0,0,04,22
SKTI,1431.0,65.0,0,04L,22R
SKTJ,3635.0,66.0,0,04,22
SKTM,6561.0,98.0,0,07,25
SKTQ,6220.0,79.0,0,07,25
SKUA,8110.0,100.0,0,03,21
SKUA,6780.0,145.0,0,07,25
SKUB,2750.0,,0,12,30
SKUC,6890.0,98.0,0,11,29
SKUI,4593.0,98.0,0,13,31
SKUL,3495.0,100.0,0,01,19
SKVG,4320.0,40.0,0,16,34
SKVL,5520.0,50.0,0,15,33
SKVP,6890.0,115.0,0,02,20
SKVV,5616.0,98.0,0,05,23
SKYP,8448.0,98.0,0,05,23
SLAL,11811.0,,0,18,36
SLBJ,4921.0,118.0,0,01,19
SLCB,8692.0,148.0,0,05,23
SLCB,12460.0,148.0,0,14,32
SLCH,4801.0,67.0,0,17,35
SLCI,5108.0,98.0,0,01,19
SLCO,6562.0,98.0,0,02,20
SLCP,5653.0,98.0,0,17,35
SLET,9098.0,131.0,0,16,34
SLGM,5767.0,69.0,0,16,34
SLGY,5905.0,,0,17,35
SLJ,6562.0,148.0,0,09,27
SLLP,13123.0,151.0,0,10,28
SLLP,6725.0,300.0,0,10L,28R
SLMG,4593.0,,0,16,34
SLOR,6125.0,120.0,0,09,27
SLOR,8075.0,75.0,0,18,36
SLPB,3838.0,75.0,0,01,19
SLPO,9130.0,98.0,0,06,24
SLPS,6562.0,118.0,0,05,23
SLRB,3940.0,98.0,0,18,36
SLRI,5906.0,,0,13,31
SLRY,4921.0,,0,18,36
SLSA,5013.0,69.0,0,14,32
SLSB,5906.0,,0,18,36
SLSI,3936.0,98.0,0,18,36
SLSR,4925.0,98.0,0,01,19
SLSU,9300.0,98.0,0,05,23
SLSV,9055.0,148.0,0,18,36
SLTI,6234.0,98.0,0,03,21
SLTJ,10007.0,148.0,0,13,31
SLTR,7874.0,98.0,0,14,32
SLUY,13123.0,148.0,0,13,31
SLVM,4918.0,115.0,0,18,36
SLVR,11483.0,148.0,0,16,34
SLYA,6890.0,118.0,0,02,20
SMH,1526.0,98.0,0,16,34
SMJP,11417.0,148.0,0,11,29
SMZO,2461.0,56.0,0,11,29
SN-0001,,,0,03,21
SN00,1287.0,30.0,0,18,36
SN01,20.0,20.0,0,H1,
SN03,2400.0,148.0,0,08,26
SN03,2010.0,190.0,0,15,33
SN03,2285.0,260.0,0,17,35
SN04,1800.0,60.0,0,18,36
SN05,2640.0,150.0,0,17,35
SN07,2400.0,80.0,0,18,36
SN08,3100.0,80.0,0,18,36
SN09,2590.0,90.0,0,17,35
SN10,2200.0,50.0,0,01,19
SN11,30.0,30.0,0,H1,
SN12,3500.0,75.0,0,01,19
SN12,3030.0,50.0,0,12,30
SN13,2623.0,50.0,0,18,36
SN14,2500.0,50.0,0,01,19
SN14,2000.0,60.0,0,18,36
SN16,630.0,50.0,0,18,36
SN18,1100.0,300.0,0,08,26
SN18,2400.0,300.0,0,17,35
SN19,2800.0,100.0,0,NE,SW
SN20,2000.0,80.0,0,N,S
SN21,2600.0,70.0,0,18,36
SN22,2200.0,60.0,0,17,35
SN23,2600.0,60.0,1,16,34
SN25,2640.0,50.0,0,17,35
SN27,2000.0,30.0,0,17,35
SN28,3000.0,75.0,0,17,35
SN29,2480.0,100.0,0,03,21
SN29,2650.0,75.0,0,16,34
SN29,2460.0,100.0,0,17,35
SN2A,2789.0,59.0,0,08,26
SN2B,89.0,89.0,0,12,30
SN2H,3281.0,59.0,0,02,20
SN2I,66.0,66.0,0,34,
SN2L,3281.0,59.0,0,10,28
SN2M,2625.0,59.0,0,06,24
SN2P,2789.0,66.0,0,01,19
SN2Q,3281.0,59.0,0,11,29
SN2R,5577.0,75.0,0,16,34
SN2T,69.0,69.0,0,4,
SN2U,4265.0,82.0,0,16,34
SN2Y,2789.0,66.0,0,04,22
SN2Z,59.0,59.0,0,25,
SN30,50.0,50.0,0,H1,
SN31,40.0,40.0,0,H1,
SN32,2200.0,75.0,0,17,35
SN33,1900.0,75.0,0,18,36
SN34,2600.0,100.0,0,17,35
SN35,40.0,40.0,0,H1,
SN36,2400.0,80.0,0,17,35
SN37,2600.0,60.0,0,18,36
SN38,40.0,40.0,0,H1,
SN3B,4593.0,66.0,0,01,19
SN3C,3281.0,59.0,0,01,19
SN3D,66.0,66.0,0,24,
SN3E,3609.0,59.0,0,11,29
SN3F,59.0,59.0,0,03,21
SN3G,4921.0,75.0,0,07,25
SN3K,66.0,66.0,0,23,
SN3L,2953.0,59.0,0,11,29
SN3M,3806.0,75.0,0,12,30
SN3P,2953.0,59.0,0,07,25
SN3Q,3937.0,59.0,0,08,26
SN3R,2346.0,59.0,0,10,28
SN3S,2953.0,59.0,0,04,22
SN3T,2461.0,59.0,0,06,24
SN3W,4593.0,66.0,0,16,34
SN3Y,5085.0,98.0,0,01,19
SN3Z,2625.0,66.0,0,04,22
SN40,1900.0,50.0,0,18,36
SN41,1700.0,100.0,0,18,36
SN42,2640.0,75.0,0,09,27
SN43,2000.0,50.0,0,16,34
SN44,3150.0,100.0,0,N,S
SN45,2640.0,50.0,0,18,36
SN46,2600.0,100.0,0,09,27
SN46,2600.0,100.0,0,18,36
SN47,2400.0,60.0,0,N,S
SN48,2400.0,75.0,0,17,35
SN49,1800.0,40.0,0,01,19
SN4A,5249.0,59.0,0,17,35
SN4D,4265.0,75.0,0,09,27
SN4E,3937.0,59.0,0,02,20
SN4F,3281.0,66.0,0,09,27
SN4H,4921.0,75.0,0,16,34
SN4J,2625.0,59.0,0,10,28
SN4K,2297.0,59.0,0,07,25
SN4M,4429.0,98.0,0,17,35
SN4N,79.0,79.0,0,28,
SN4P,3281.0,59.0,0,01,19
SN4Q,4921.0,75.0,0,05,23
SN4R,3609.0,59.0,0,13,31
SN4S,2789.0,59.0,0,16,34
SN4T,3937.0,66.0,0,14,32
SN4U,3281.0,59.0,0,12,30
SN4W,3281.0,59.0,0,12,30
SN4X,3281.0,59.0,0,15,33
SN4Y,59.0,59.0,0,36,
SN4Z,2625.0,66.0,0,14,32
SN50,40.0,40.0,0,H1,
SN52,2400.0,60.0,0,18,36
SN53,3200.0,50.0,0,N,S
SN54,60.0,60.0,0,H1,
SN55,2200.0,27.0,0,17,35
SN56,40.0,40.0,0,H1,H1
SN57,2100.0,100.0,0,18,36
SN58,2440.0,50.0,0,17,35
SN59,1300.0,50.0,0,17,35
SN60,25.0,25.0,0,H1,
SN61,2500.0,100.0,0,18,36
SN62,1900.0,40.0,0,09,27
SN63,3100.0,120.0,0,17,35
SN64,2640.0,70.0,0,N,S
SN65,2100.0,100.0,0,17,35
SN67,1900.0,90.0,0,N,S
SN68,2300.0,60.0,0,18,36
SN69,2200.0,65.0,0,N,S
SN6B,2625.0,66.0,0,05,23
SN6C,2953.0,59.0,0,10,28
SN6D,2953.0,59.0,0,10,28
SN6E,3937.0,75.0,0,10,28
SN6F,,,0,,
SN6F,75.0,75.0,0,09,
SN6G,3609.0,59.0,0,04,22
SN6H,3609.0,59.0,0,10,28
SN6J,4593.0,59.0,0,18,36
SN6K,3281.0,98.0,0,01,19
SN6L,5906.0,98.0,0,10,28
SN6M,3281.0,50.0,0,17,35
SN6N,79.0,79.0,0,15,34
SN6Q,3281.0,59.0,0,01,19
SN6R,3609.0,59.0,0,06,24
SN6S,3937.0,59.0,0,10,28
SN6T,2297.0,59.0,0,09,27
SN6V,2789.0,59.0,0,16,34
SN6W,59.0,59.0,0,23,
SN6X,2953.0,59.0,0,01,19
SN6Y,2789.0,59.0,0,18,36
SN6Z,3970.0,66.0,0,09,27
SN70,1565.0,40.0,0,E,W
SN70,2300.0,40.0,0,N,S
SN71,2000.0,30.0,0,N,S
SN72,2310.0,100.0,0,18,36
SN73,105.0,105.0,0,H1,
SN74,50.0,50.0,0,H1,
SN75,1900.0,60.0,0,16,34
SN76,4200.0,35.0,1,04,22
SN76,4200.0,100.0,1,13,31
SN76,7000.0,200.0,0,17,35
SN77,2600.0,60.0,0,17,35
SN78,1700.0,40.0,0,08,26
SN79,75.0,65.0,0,H1,
SN7G,2953.0,59.0,0,10,28
SN7L,59.0,59.0,0,07,28
SN7Y,4593.0,72.0,0,01,19
SN80,50.0,50.0,0,H1,
SN81,1400.0,50.0,0,18,36
SN83,2400.0,50.0,0,17,35
SN84,2300.0,75.0,0,03,21
SN85,2300.0,75.0,0,09,27
SN86,2600.0,60.0,0,17,35
SN88,1600.0,30.0,0,E,W
SN88,600.0,20.0,1,N,S
SN89,2600.0,100.0,0,N,S
SN8B,66.0,66.0,0,18,
SN90,2300.0,40.0,0,N,S
SN91,2300.0,100.0,0,06,24
SN92,2100.0,60.0,0,N,S
SN93,2300.0,75.0,0,N,S
SN94,1300.0,20.0,0,E,W
SN95,3150.0,95.0,0,13,31
SN95,2250.0,90.0,0,17,35
SN97,2400.0,75.0,0,18,36
SN98,2150.0,100.0,0,01,19
SN99,2000.0,50.0,0,05,23
SN99,1500.0,50.0,0,N,S
SNAA,2625.0,66.0,0,12,30
SNAB,4085.0,85.0,0,13,31
SNAC,2953.0,59.0,0,15,33
SNAD,2625.0,59.0,0,11,29
SNAE,4265.0,92.0,0,15,33
SNAF,2100.0,92.0,0,10,28
SNAG,4921.0,98.0,0,5,23
SNAH,3609.0,66.0,0,14,32
SNAI,4593.0,82.0,0,14,32
SNAJ,2297.0,59.0,0,09,27
SNAK,89.0,89.0,0,10,
SNAL,3051.0,59.0,0,10,28
SNAM,5315.0,98.0,0,18,26
SNAO,4249.0,92.0,0,09,27
SNAP,4921.0,75.0,0,10,28
SNAQ,79.0,79.0,0,20,29
SNAR,4593.0,98.0,0,7,25
SNAS,4921.0,148.0,0,6,24
SNAU,3182.0,164.0,0,14,32
SNAV,3281.0,59.0,0,14,32
SNAW,2297.0,72.0,0,6,24
SNAX,5541.0,98.0,0,12,30
SNAY,2953.0,59.0,0,10,28
SNAZ,3609.0,82.0,0,15,33
SNBB,5906.0,98.0,0,9,27
SNBC,4101.0,98.0,0,09,27
SNBD,3478.0,75.0,0,15,33
SNBE,2625.0,66.0,0,8,26
SNBF,2625.0,63.0,0,12,30
SNBG,3937.0,98.0,0,11,29
SNBH,79.0,79.0,0,15,33
SNBI,5249.0,98.0,0,10,28
SNBJ,3068.0,98.0,1,10,28
SNBL,3937.0,98.0,0,4,22
SNBM,3740.0,75.0,0,12,30
SNBN,2297.0,59.0,0,2,20
SNBO,3051.0,82.0,0,3,21
SNBP,59.0,59.0,0,H1,
SNBQ,59.0,59.0,0,H1,
SNBR,5249.0,98.0,0,8,26
SNBS,3281.0,75.0,0,15,33
SNBT,3281.0,98.0,0,12,30
SNBU,5709.0,98.0,0,12,30
SNBV,4757.0,89.0,0,9,27
SNBW,5249.0,98.0,0,10,28
SNBX,4265.0,98.0,0,6,24
SNBY,3937.0,98.0,0,9,27
SNBZ,3937.0,82.0,0,18,36
SNCA,4659.0,98.0,0,10,28
SNCB,3182.0,98.0,0,7,25
SNCC,3839.0,59.0,0,6,24
SNCD,72.0,72.0,0,13,31
SNCE,3281.0,98.0,0,10,28
SNCF,1804.0,66.0,0,3,21
SNCG,2625.0,98.0,0,11,29
SNCH,89.0,89.0,0,H1,
SNCI,4429.0,98.0,0,1,19
SNCJ,2841.0,82.0,0,11,29
SNCL,2641.0,59.0,0,04,22
SNCM,66.0,66.0,0,10,H1
SNCP,5912.0,98.0,0,09,27
SNCQ,3937.0,98.0,0,18,36
SNCR,59.0,59.0,0,11,35
SNCS,3937.0,98.0,0,11,29
SNCT,3543.0,75.0,0,1,19
SNCU,2461.0,98.0,0,11,29
SNCV,3281.0,82.0,0,14,32
SNCW,98.0,98.0,0,9,27
SNCX,4265.0,98.0,0,15,33
SNCY,2297.0,59.0,0,11,29
SNCZ,3478.0,98.0,0,7,25
SNDB,2625.0,59.0,0,6,24
SNDC,3150.0,98.0,0,5,23
SNDD,2953.0,66.0,0,11,29
SNDF,2625.0,59.0,0,14,32
SNDH,5020.0,82.0,0,13,31
SNDI,2297.0,66.0,0,1,19
SNDJ,3182.0,75.0,0,11,29
SNDN,3937.0,98.0,0,12,30
SNDO,3937.0,92.0,0,5,23
SNDP,1969.0,66.0,0,11,29
SNDQ,3937.0,66.0,0,9,27
SNDR,4984.0,98.0,0,2,30
SNDT,5282.0,98.0,0,3,21
SNDU,2231.0,92.0,0,03,21
SNDV,5052.0,98.0,0,17,35
SNDW,3937.0,213.0,0,4,22
SNDX,2625.0,66.0,0,16,34
SNDZ,62.0,62.0,0,11,29
SNEA,3937.0,98.0,0,2,20
SNEB,4265.0,75.0,0,9,27
SNEC,3117.0,66.0,0,16,34
SNED,4396.0,98.0,0,13,31
SNEF,66.0,66.0,0,30,H1
SNEG,3937.0,82.0,0,04,22
SNEH,1969.0,66.0,0,6,24
SNEJ,3609.0,98.0,0,9,27
SNEK,2789.0,98.0,0,17,35
SNEL,6562.0,197.0,0,10,28
SNEM,2133.0,75.0,0,16,34
SNEN,3937.0,98.0,0,13,31
SNEO,1969.0,59.0,0,7,25
SNEQ,69.0,69.0,0,33,
SNER,74.0,74.0,0,H1,
SNES,3937.0,98.0,0,11,29
SNEU,3937.0,72.0,0,18,36
SNEV,69.0,69.0,0,2,
SNEW,4669.0,62.0,0,11,29
SNEY,3937.0,66.0,0,18,36
SNEZ,2789.0,66.0,0,6,24
SNFA,3609.0,75.0,0,7,25
SNFB,2789.0,59.0,0,01,19
SNFC,3609.0,98.0,0,15,33
SNFD,5650.0,98.0,0,16,34
SNFE,5249.0,98.0,0,4,22
SNFF,1804.0,59.0,0,13,31
SNFG,2461.0,66.0,0,11,29
SNFH,3281.0,66.0,0,13,31
SNFI,4921.0,85.0,0,2,20
SNFJ,4265.0,62.0,0,7,25
SNFK,3281.0,82.0,0,16,34
SNFL,1312.0,66.0,0,6,24
SNFM,52.0,52.0,0,7,12
SNFN,3281.0,98.0,0,2,20
SNFO,3379.0,75.0,0,2,20
SNFP,3609.0,59.0,0,10,28
SNFQ,2625.0,59.0,0,4,22
SNFR,3609.0,82.0,0,15,33
SNFS,2953.0,66.0,0,12,30
SNFT,2297.0,59.0,0,3,21
SNFU,3281.0,66.0,0,7,25
SNFV,1969.0,59.0,0,13,31
SNFW,3609.0,98.0,0,15,33
SNFX,5249.0,108.0,0,13,31
SNFZ,3707.0,59.0,0,3,21
SNGA,3570.0,92.0,0,06,24
SNGB,3281.0,98.0,0,9,27
SNGC,1969.0,66.0,0,3,21
SNGD,5249.0,118.0,0,15,33
SNGE,59.0,59.0,0,08,26
SNGF,72.0,72.0,0,12,30
SNGG,3937.0,66.0,0,16,34
SNGH,4101.0,262.0,0,18,36
SNGI,5577.0,98.0,0,14,32
SNGJ,4206.0,98.0,0,5,23
SNGK,3937.0,66.0,0,1,19
SNGL,98.0,98.0,0,3,21
SNGM,3937.0,66.0,0,5,23
SNGN,4114.0,92.0,0,16,34
SNGO,3937.0,59.0,0,17,35
SNGP,3281.0,49.0,0,15,33
SNGQ,4921.0,131.0,0,2,20
SNGR,2953.0,148.0,0,9,27
SNGS,2625.0,69.0,0,14,32
SNGT,4265.0,66.0,0,6,24
SNGU,3281.0,328.0,0,14,32
SNGW,2953.0,164.0,0,12,30
SNGX,4856.0,98.0,0,12,30
SNGY,79.0,79.0,0,32,H1
SNGZ,62.0,62.0,0,3,29
SNHA,4993.0,98.0,0,08,26
SNHB,59.0,59.0,0,12,32
SNHD,3609.0,82.0,0,12,30
SNHE,2953.0,75.0,0,10,28
SNHG,3281.0,59.0,0,1,19
SNHH,98.0,98.0,0,2,20
SNHI,89.0,89.0,0,12,27
SNHJ,2690.0,75.0,0,12,30
SNHK,2953.0,75.0,0,15,33
SNHL,3773.0,66.0,0,11,29
SNHM,60.0,60.0,0,11,29
SNHN,69.0,69.0,0,5,14
SNHO,3412.0,75.0,0,15,33
SNHP,4265.0,75.0,0,8,26
SNHQ,2953.0,75.0,0,3,21
SNHR,2953.0,66.0,0,11,29
SNHS,5905.0,98.0,0,13,31
SNHT,59.0,59.0,0,4,14
SNHU,3281.0,66.0,0,7,25
SNHV,59.0,59.0,0,04,
SNHW,2953.0,66.0,0,8,26
SNHX,3937.0,98.0,0,6,24
SNHY,59.0,59.0,0,4,22
SNHZ,59.0,59.0,0,10,33
SNIA,3822.0,98.0,0,10,28
SNIB,3937.0,98.0,0,14,32
SNIC,4593.0,98.0,0,11,29
SNID,69.0,69.0,0,5,
SNIE,3543.0,98.0,0,10,28
SNIF,1804.0,59.0,0,1,19
SNIG,4626.0,98.0,0,16,34
SNII,2297.0,66.0,0,16,34
SNIJ,98.0,98.0,0,15,33
SNIK,1969.0,66.0,0,13,31
SNIL,3051.0,59.0,0,12,30
SNIN,3937.0,98.0,0,8,26
SNIO,5315.0,89.0,0,15,33
SNIP,3478.0,79.0,0,11,29
SNIQ,59.0,59.0,0,H1,
SNIR,3281.0,69.0,0,8,26
SNIS,3281.0,69.0,0,1,19
SNIT,3937.0,66.0,0,16,34
SNIU,4265.0,66.0,0,15,33
SNIV,2625.0,66.0,0,13,31
SNIX,4265.0,59.0,0,2,20
SNIY,3609.0,85.0,0,16,34
SNIZ,4265.0,59.0,0,11,29
SNJA,2126.0,59.0,0,10,28
SNJB,4101.0,98.0,0,14,32
SNJC,3379.0,89.0,0,9,27
SNJD,4921.0,98.0,0,13,31
SNJE,4134.0,75.0,0,7,25
SNJG,3773.0,164.0,0,3,21
SNJH,3773.0,98.0,0,10,28
SNJI,3937.0,59.0,0,2,20
SNJJ,2953.0,98.0,0,06,24
SNJK,4199.0,98.0,0,14,32
SNJL,1640.0,59.0,0,10,28
SNJM,3839.0,98.0,0,2,20
SNJN,3937.0,98.0,0,8,26
SNJO,3445.0,98.0,0,16,34
SNJP,4265.0,75.0,0,6,24
SNJQ,3707.0,75.0,0,10,28
SNJR,4593.0,98.0,0,8,26
SNJS,3609.0,85.0,0,9,27
SNJT,3543.0,98.0,0,13,31
SNJV,4790.0,66.0,0,9,27
SNJW,3543.0,98.0,0,2,20
SNJX,69.0,69.0,0,15,33
SNJY,89.0,89.0,0,4,13
SNJZ,4101.0,75.0,0,18,36
SNKA,72.0,72.0,0,9,27
SNKB,2625.0,66.0,0,10,28
SNKC,3281.0,75.0,0,6,24
SNKD,3150.0,75.0,0,16,34
SNKE,4921.0,98.0,0,1,19
SNKF,3150.0,98.0,0,3,21
SNKG,59.0,59.0,0,24,33
SNKH,3445.0,197.0,0,15,33
SNKI,3937.0,98.0,0,06,24
SNKJ,4429.0,66.0,0,16,34
SNKK,3281.0,59.0,0,14,32
SNKL,3281.0,164.0,0,11,29
SNKM,62.0,62.0,0,2,
SNKN,3412.0,98.0,0,11,29
SNKO,3609.0,72.0,0,13,31
SNKQ,2625.0,59.0,0,2,20
SNKR,3281.0,66.0,0,11,29
SNKS,2625.0,115.0,0,8,26
SNKT,3937.0,59.0,0,2,20
SNKU,2297.0,262.0,0,12,30
SNKV,1673.0,59.0,0,7,25
SNKW,3281.0,79.0,0,3,21
SNKX,2625.0,59.0,0,16,34
SNKY,2953.0,59.0,0,9,27
SNKZ,2297.0,66.0,0,8,26
SNLA,4836.0,75.0,0,9,27
SNLB,3445.0,75.0,0,6,24
SNLC,2625.0,131.0,0,9,27
SNLD,1640.0,59.0,0,4,22
SNLE,62.0,62.0,0,25,34
SNLF,2362.0,59.0,0,14,32
SNLG,4134.0,66.0,0,6,24
SNLH,2953.0,148.0,0,17,35
SNLI,3937.0,98.0,0,17,35
SNLJ,3281.0,66.0,0,9,27
SNLK,2952.0,66.0,0,05,23
SNLL,66.0,66.0,0,4,22
SNLM,1969.0,98.0,0,11,29
SNLN,6102.0,148.0,0,06,24
SNLO,3510.0,98.0,0,5,23
SNLP,69.0,69.0,0,16,
SNLQ,4921.0,66.0,0,11,29
SNLR,69.0,69.0,0,9,27
SNLS,62.0,62.0,0,H1,H1
SNLT,3478.0,98.0,0,7,25
SNLU,1411.0,59.0,0,1,19
SNLV,2133.0,138.0,0,14,32
SNLX,2953.0,59.0,0,10,28
SNLY,3281.0,66.0,0,5,23
SNLZ,3294.0,66.0,0,12,30
SNMA,4675.0,98.0,0,10,28
SNMB,3281.0,85.0,0,18,36
SNMC,4324.0,62.0,0,12,30
SNMD,2297.0,66.0,0,15,33
SNME,2575.0,59.0,0,12,30
SNMF,2615.0,75.0,0,5,23
SNMG,59.0,59.0,0,13,26
SNMI,5741.0,118.0,0,17,35
SNMJ,4265.0,66.0,0,7,25
SNMK,4987.0,82.0,0,11,29
SNML,3281.0,59.0,0,11,29
SNMM,3281.0,75.0,0,4,22
SNMN,2625.0,66.0,0,15,33
SNMO,3330.0,59.0,0,10,28
SNMP,3281.0,75.0,0,15,33
SNMQ,59.0,59.0,0,14,27
SNMR,2625.0,98.0,0,12,30
SNMS,4167.0,59.0,0,13,31
SNMU,4593.0,59.0,0,05,23
SNMV,3281.0,82.0,0,2,20
SNMW,3281.0,66.0,0,18,36
SNMX,4429.0,98.0,0,08,26
SNMZ,4298.0,92.0,0,5,23
SNNA,92.0,92.0,0,5,15
SNNB,3445.0,98.0,0,11,29
SNNC,3281.0,75.0,0,7,25
SNND,2789.0,79.0,0,16,34
SNNE,2034.0,131.0,0,12,30
SNNF,2953.0,59.0,0,2,20
SNNH,4386.0,69.0,0,13,31
SNNI,2133.0,59.0,0,6,24
SNNJ,3937.0,98.0,0,4,22
SNNK,4101.0,98.0,0,13,31
SNNL,59.0,59.0,0,19,28
SNNM,2953.0,82.0,0,15,33
SNNO,2789.0,98.0,0,18,36
SNNP,3937.0,197.0,0,18,36
SNNQ,3281.0,98.0,0,1,19
SNNR,62.0,62.0,0,4,22
SNNS,3658.0,98.0,0,11,29
SNNT,4921.0,148.0,0,12,30
SNNU,4003.0,75.0,0,11,29
SNNV,2625.0,98.0,0,15,33
SNNX,3281.0,59.0,0,14,32
SNNX,2887.0,98.0,1,18,36
SNNY,2625.0,98.0,0,9,27
SNNZ,2953.0,131.0,0,1,19
SNOB,3389.0,98.0,0,10,28
SNOC,3281.0,82.0,0,16,34
SNOD,1906.0,59.0,0,11,29
SNOE,3937.0,131.0,0,11,29
SNOF,3543.0,164.0,0,6,24
SNOG,3937.0,66.0,0,14,32
SNOH,66.0,66.0,0,6,15
SNOI,2953.0,131.0,0,18,36
SNOJ,2297.0,98.0,0,3,21
SNOK,3117.0,69.0,0,10,28
SNOL,4757.0,98.0,0,01,19
SNOM,3609.0,59.0,0,18,36
SNON,79.0,79.0,0,4,31
SNOO,2789.0,59.0,0,16,34
SNOP,3937.0,98.0,0,12,30
SNOQ,3117.0,59.0,0,17,35
SNOR,69.0,69.0,0,4,22
SNOS,4921.0,75.0,0,14,32
SNOT,3937.0,115.0,0,9,27
SNOU,3937.0,79.0,0,3,21
SNOV,1969.0,59.0,0,16,34
SNOW,3609.0,66.0,0,11,29
SNOX,5249.0,98.0,0,17,35
SNOY,4593.0,92.0,0,15,33
SNOZ,3281.0,98.0,0,9,27
SNPA,4134.0,75.0,0,12,30
SNPB,3937.0,52.0,0,11,29
SNPC,3937.0,79.0,0,14,32
SNPD,5577.0,98.0,0,8,26
SNPE,4921.0,66.0,0,14,32
SNPF,3937.0,98.0,0,4,22
SNPG,3609.0,98.0,0,7,25
SNPH,5905.0,65.0,0,15,33
SNPI,4429.0,82.0,0,18,36
SNPJ,3937.0,98.0,0,5,23
SNPK,64.0,64.0,0,H1,
SNPL,3609.0,66.0,0,18,36
SNPM,3281.0,98.0,0,12,30
SNPN,3609.0,66.0,0,11,29
SNPO,3937.0,230.0,0,15,33
SNPP,2690.0,59.0,0,16,34
SNPQ,3281.0,125.0,0,12,30
SNPR,66.0,66.0,0,21,35
SNPS,3937.0,66.0,0,11,29
SNPT,1969.0,131.0,0,1,19
SNPU,3855.0,98.0,0,7,25
SNPV,1640.0,75.0,0,16,34
SNPW,5906.0,115.0,0,17,35
SNPX,4856.0,98.0,0,10,28
SNPY,5249.0,98.0,0,5,23
SNPZ,3281.0,98.0,0,10,28
SNQA,2625.0,59.0,0,1,19
SNQB,2953.0,59.0,0,10,28
SNQC,64.0,64.0,0,H1,
SNQD,3937.0,98.0,0,15,33
SNQE,2493.0,59.0,0,1,19
SNQF,66.0,66.0,0,2,23
SNQG,5906.0,148.0,0,16,34
SNQH,79.0,79.0,0,H1,
SNQI,3609.0,59.0,0,17,35
SNQJ,2625.0,66.0,0,10,28
SNQK,59.0,59.0,0,9,
SNQL,2395.0,66.0,0,17,35
SNQM,3937.0,72.0,0,3,21
SNQN,3302.0,59.0,0,06,24
SNQO,1969.0,59.0,0,7,25
SNQP,2953.0,75.0,0,2,20
SNQQ,62.0,62.0,0,6,24
SNQR,2625.0,98.0,0,3,21
SNQS,2953.0,98.0,0,9,27
SNQT,2789.0,98.0,0,14,32
SNQU,4593.0,62.0,0,7,25
SNQV,3937.0,75.0,0,9,27
SNQW,3232.0,82.0,0,12,30
SNQX,3937.0,98.0,0,14,32
SNQY,59.0,59.0,0,5,
SNQZ,2854.0,98.0,0,1,19
SNRA,2986.0,59.0,0,9,27
SNRB,3150.0,59.0,0,5,23
SNRC,62.0,62.0,0,13,31
SNRD,3822.0,98.0,0,11,29
SNRE,4265.0,59.0,0,10,28
SNRF,69.0,69.0,0,H1,
SNRG,62.0,62.0,0,9,27
SNRH,4101.0,59.0,0,13,31
SNRI,89.0,89.0,0,21,
SNRJ,3281.0,492.0,0,4,22
SNRJ,4265.0,98.0,0,6,24
SNRL,59.0,59.0,0,H1,
SNRM,4429.0,98.0,0,11,29
SNRN,3609.0,66.0,0,1,19
SNRO,79.0,79.0,0,6,15
SNRP,3609.0,33.0,0,16,34
SNRQ,2953.0,59.0,0,11,29
SNRR,3379.0,75.0,0,4,22
SNRS,3527.0,89.0,0,7,25
SNRU,5906.0,98.0,0,13,31
SNRV,2625.0,59.0,0,6,24
SNRW,2192.0,59.0,0,9,27
SNRX,3937.0,131.0,0,12,30
SNRY,59.0,59.0,0,7,18
SNRZ,3887.0,82.0,0,03,21
SNSA,3215.0,72.0,0,11,29
SNSB,2625.0,98.0,0,6,24
SNSC,3937.0,98.0,0,3,21
SNSD,3937.0,66.0,0,9,27
SNSE,3609.0,82.0,0,16,34
SNSF,3937.0,131.0,0,11,29
